provnum,STATE,overall_rating,survey_rating,quality_rating,staffing_rating,WEIGHTED_ALL_CYCLES_SCORE,SFF
145837,IL,3,2,3,4,65,N
145838,IL,4,4,4,2,27.333,N
145839,IL,4,4,4,2,20,N
145840,IL,5,4,5,5,16,N
145841,IL,2,1,3,4,112.333,N
145842,IL,3,3,1,4,36,N
145843,IL,5,5,3,5,10,N
145844,IL,2,1,5,4,117.333,N
145846,IL,4,4,4,4,30,N
145847,IL,1,1,4,3,108.667,N
145848,IL,5,5,4,,3.333,N
145850,IL,1,1,2,1,111,N
145851,IL,3,4,1,2,25.333,N
145852,IL,3,2,3,4,54,N
145853,IL,5,3,5,5,40,N
145857,IL,5,4,5,3,15.333,N
145858,IL,4,3,5,3,38,N
145860,IL,3,3,3,3,34.667,N
145862,IL,3,2,5,3,55.833,N
145863,IL,1,1,1,2,94.667,N
145864,IL,1,1,2,3,96.667,N
145866,IL,3,3,2,2,46,N
145867,IL,5,4,5,2,26.667,N
145868,IL,3,3,2,2,43.333,N
145869,IL,5,5,5,5,0,N
145872,IL,3,2,5,2,55,N
145874,IL,2,2,4,2,60.667,N
145875,IL,4,4,3,2,20,N
145877,IL,2,3,4,1,39.333,N
145878,IL,4,4,3,3,24,N
145879,IL,4,4,2,3,30,N
145880,IL,4,4,4,2,22.667,N
145881,IL,1,1,2,2,108.333,N
145883,IL,2,2,1,4,76,N
145885,IL,1,2,1,1,57.333,N
145886,IL,2,2,2,2,62.667,N
145887,IL,5,4,5,5,24.667,N
145888,IL,5,5,5,2,12.667,N
145890,IL,2,4,1,1,18.667,N
145891,IL,3,2,2,4,47.333,N
145892,IL,4,4,3,3,20,N
145893,IL,1,2,3,1,52,N
145895,IL,3,3,2,3,41.333,N
145897,IL,1,1,2,3,84.667,N
145898,IL,4,2,5,4,64.667,N
145899,IL,1,1,2,2,81.333,N
145900,IL,1,1,2,2,206.333,N
145901,IL,2,2,2,2,73.333,N
145903,IL,3,4,1,3,19.333,N
145904,IL,5,4,5,4,23.333,N
145905,IL,4,4,2,4,28.667,N
145906,IL,5,4,5,2,27.333,N
145907,IL,3,3,4,3,32.667,N
145908,IL,4,4,4,3,30,N
145909,IL,2,3,4,1,36,N
145910,IL,5,5,5,4,2,N
145911,IL,2,3,1,3,32.667,N
145913,IL,2,2,3,2,53.333,N
145914,IL,1,1,4,1,95.333,N
145917,IL,5,3,5,4,42.667,N
145918,IL,1,2,1,3,56.167,N
145920,IL,4,4,3,4,29.333,N
145921,IL,5,5,4,3,12,N
145922,IL,3,4,2,1,18,N
145923,IL,2,1,5,4,109.5,N
145924,IL,2,1,5,2,116.333,N
145926,IL,1,1,1,2,134.667,N
145927,IL,2,2,3,2,63.333,N
145928,IL,1,2,1,1,74,N
145930,IL,3,3,3,3,39,N
145931,IL,5,4,5,4,30.667,N
145932,IL,4,3,4,4,36.667,N
145933,IL,5,3,5,5,34,N
145935,IL,2,2,4,3,53.333,N
145936,IL,4,4,2,2,26.667,N
145937,IL,1,1,1,1,105.333,N
145938,IL,2,1,5,1,78.667,N
145939,IL,3,2,5,2,74.667,N
145942,IL,3,3,2,2,46,N
145944,IL,4,4,2,3,25.333,N
145945,IL,3,2,3,4,50.667,N
145946,IL,2,1,4,4,96.667,N
145947,IL,2,2,5,1,74.667,N
145948,IL,2,2,4,3,63.333,N
145949,IL,5,5,3,4,13.333,N
145950,IL,1,1,1,3,195.333,N
145951,IL,4,5,1,5,12,N
145952,IL,4,4,4,2,24.667,N
145953,IL,4,4,4,,21.333,N
145956,IL,4,3,5,3,36.667,N
145958,IL,4,4,3,3,28,N
145960,IL,5,4,5,3,15.333,N
145961,IL,2,1,3,4,105.333,N
145963,IL,2,2,3,2,58,N
145964,IL,5,5,5,3,5.333,N
145965,IL,5,3,5,4,42,N
145966,IL,5,4,2,5,19.333,N
145967,IL,3,2,3,4,65.333,N
145968,IL,2,2,2,3,66,N
145969,IL,2,2,2,3,54,N
145970,IL,2,1,5,4,86,N
145971,IL,4,4,3,2,28.667,N
145972,IL,5,3,5,4,45.333,N
145974,IL,5,5,2,4,14.667,N
145975,IL,4,4,3,3,24,N
145977,IL,2,1,5,3,78,N
145978,IL,2,2,4,3,65.333,N
145979,IL,5,5,2,,8,N
145980,IL,3,4,1,4,20,N
145981,IL,1,1,1,1,175.333,N
145982,IL,3,3,4,3,36,N
145983,IL,3,2,5,2,48,N
145984,IL,5,5,5,3,13.333,N
145985,IL,2,2,2,2,48.667,N
145986,IL,5,4,5,5,18.667,N
145987,IL,1,1,4,1,264,N
145988,IL,2,2,2,3,51.333,N
145989,IL,3,3,4,3,36.667,N
145990,IL,3,3,5,1,33.333,N
145992,IL,1,1,3,1,263.667,N
145993,IL,5,4,5,3,28,N
145994,IL,5,4,2,5,25.333,N
145995,IL,2,1,5,,138,N
145996,IL,5,4,5,5,23.333,N
145998,IL,5,5,5,3,8.667,N
145999,IL,4,5,3,1,13.333,N
146000,IL,1,1,1,3,95.5,N
146001,IL,3,2,4,4,69.333,N
146002,IL,2,2,2,2,54.667,N
146003,IL,3,2,5,3,55.333,N
146005,IL,1,1,1,2,108.667,N
146006,IL,2,2,2,3,49.333,N
146007,IL,5,3,5,5,36.667,N
146008,IL,4,4,4,4,22,N
146009,IL,5,5,4,5,6.667,N
146010,IL,2,1,5,2,106,N
146011,IL,4,4,2,2,18.667,N
146013,IL,1,1,2,1,82,N
146014,IL,5,5,5,5,10,N
146015,IL,4,3,5,,32.667,N
146016,IL,3,2,2,4,54,N
146017,IL,2,3,1,3,42.667,N
146018,IL,2,3,3,1,41.333,N
146019,IL,3,4,1,4,19.333,N
146020,IL,3,3,4,2,36.667,N
146021,IL,5,4,5,2,29.333,N
146023,IL,3,3,4,2,34.667,N
146025,IL,5,4,2,5,24.667,N
146026,IL,2,1,3,4,208.333,N
146028,IL,2,1,3,5,78,N
146029,IL,5,4,5,5,26.667,N
146030,IL,5,4,5,3,18.667,N
146031,IL,3,3,4,2,40.667,N
146032,IL,3,4,1,2,17.333,N
146033,IL,3,3,2,3,44,N
146034,IL,5,3,5,5,38.667,N
146035,IL,2,2,2,3,50,N
146036,IL,2,3,1,3,41.333,N
146037,IL,3,2,2,4,51.333,N
146038,IL,1,1,1,,103,N
146039,IL,1,1,1,2,131.333,N
146040,IL,1,2,1,2,66,N
146041,IL,1,1,2,1,90.667,N
146042,IL,2,2,2,3,64.667,N
146043,IL,4,4,2,2,30,N
146045,IL,4,4,4,4,28.667,N
146046,IL,2,2,4,2,69.333,N
146047,IL,2,1,2,4,348.167,N
146048,IL,5,4,5,3,22.667,N
146049,IL,2,2,1,4,60.667,N
146050,IL,2,3,1,2,40.667,N
146051,IL,4,3,3,4,31.333,N
146052,IL,1,2,1,2,50,N
146053,IL,2,2,1,4,57.333,N
146054,IL,2,3,1,2,42,N
146056,IL,4,4,3,4,29.333,N
146057,IL,4,3,2,4,36.667,N
146058,IL,4,4,3,2,26.667,N
146059,IL,4,4,4,2,18,N
146060,IL,2,2,3,3,48,N
146061,IL,5,4,4,5,18.667,N
146062,IL,2,2,3,2,49.333,N
146063,IL,3,3,3,2,32,N
146064,IL,1,1,1,1,347.667,N
146065,IL,3,4,1,2,30,N
146066,IL,5,5,2,5,5.333,N
146067,IL,3,2,5,3,76.667,N
146068,IL,4,4,4,4,29.333,N
146069,IL,5,4,3,5,19.333,N
146070,IL,3,3,2,3,34,N
146071,IL,2,3,1,2,34,N
146072,IL,5,4,3,5,25.333,N
146074,IL,1,2,1,3,55.167,N
146075,IL,2,3,1,3,44.667,N
146076,IL,2,2,2,3,63.333,N
146077,IL,2,2,3,3,55.333,N
146078,IL,4,4,3,4,18.667,N
146080,IL,1,1,1,4,196,N
146082,IL,3,2,5,2,64.667,N
146083,IL,4,3,3,4,38,N
146084,IL,1,1,1,2,100.333,N
146085,IL,1,2,1,2,73,N
146086,IL,5,5,2,2,6.667,N
146088,IL,3,3,4,2,37.333,N
146089,IL,2,1,3,5,78,N
146090,IL,5,4,4,5,24.667,N
146091,IL,3,2,4,4,63.333,N
146092,IL,4,4,3,2,22.667,N
146093,IL,3,2,3,4,50.667,N
146094,IL,4,4,2,,21.333,N
146095,IL,4,2,5,4,60,N
146096,IL,3,4,1,4,25.333,N
146097,IL,2,2,4,2,56,N
146098,IL,1,1,2,2,85.167,N
146099,IL,2,1,2,4,310.5,N
146100,IL,5,5,4,3,6.667,N
146101,IL,5,5,4,,4.667,N
146102,IL,4,3,4,4,43.333,N
146103,IL,3,3,4,3,43.333,N
146104,IL,3,3,2,2,42,N
146105,IL,3,4,4,1,18.667,N
146106,IL,5,5,3,4,0.667,N
146107,IL,5,4,4,5,16.667,N
146108,IL,4,4,3,4,18,N
146109,IL,2,1,2,4,361,N
146110,IL,4,4,3,4,18,N
146111,IL,5,4,5,5,26.667,N
146112,IL,3,2,4,4,70,N
146113,IL,1,1,1,2,130.667,N
146114,IL,1,2,1,3,63.333,N
146115,IL,2,2,2,2,64.667,N
146116,IL,4,4,3,4,26.667,N
146117,IL,2,2,1,4,51.333,N
146118,IL,5,4,5,,21.333,N
146119,IL,2,2,1,5,51.333,N
146120,IL,4,3,2,4,40.667,N
146121,IL,2,3,1,3,46.667,N
146122,IL,2,1,2,4,192,N
146123,IL,4,4,2,4,28.667,N
146124,IL,2,3,1,3,36.667,N
146125,IL,5,4,5,4,22,N
146126,IL,3,2,4,5,50,N
146127,IL,5,5,5,2,9.333,N
146128,IL,4,2,5,4,77.333,N
146129,IL,5,5,5,5,8,N
146130,IL,4,4,2,3,22.667,N
146131,IL,4,4,3,4,26.667,N
146132,IL,2,2,3,3,70.833,N
146133,IL,1,1,2,2,96,N
146134,IL,3,5,1,1,12,N
146135,IL,4,2,5,4,48,N
146136,IL,5,5,5,5,2.667,N
146138,IL,2,2,4,2,69,N
146139,IL,3,2,5,3,65.5,N
146140,IL,5,5,2,4,8,N
146141,IL,4,2,5,5,62.667,N
146142,IL,5,4,5,4,28.667,N
146143,IL,5,3,5,4,35.333,N
146144,IL,4,5,1,4,11.333,N
146145,IL,5,4,4,5,19.333,N
146146,IL,4,4,3,2,16.667,N
146147,IL,1,1,4,2,167.5,N
146148,IL,5,3,5,5,31.333,N
146149,IL,5,4,5,2,24,N
146150,IL,5,4,2,5,21.333,N
146151,IL,3,3,1,4,41.333,N
146152,IL,4,3,4,5,34,N
146153,IL,3,2,5,3,57.167,N
146154,IL,3,2,3,4,64,N
146155,IL,5,4,2,5,24,N
146156,IL,5,5,2,3,9.333,N
146157,IL,3,3,1,5,44.667,N
146158,IL,4,3,5,3,30.667,N
146159,IL,2,3,1,3,38.667,N
146160,IL,4,4,2,4,16.667,N
146161,IL,5,3,5,5,44.667,N
146162,IL,1,1,2,3,147.333,N
146163,IL,2,2,2,3,72.667,N
146164,IL,1,1,4,2,124.667,N
146165,IL,5,4,5,5,24,N
146166,IL,5,4,5,5,22,N
146167,IL,4,3,5,2,34,N
146168,IL,4,4,5,1,30.667,N
146169,IL,2,1,5,2,98.667,N
146170,IL,3,3,2,3,35.333,N
146171,IL,2,1,3,4,78,N
146172,IL,5,5,3,4,7.2,N
146173,IL,5,4,3,5,17.333,N
146174,IL,5,5,5,,12,N
146175,IL,3,4,1,2,14.4,N
146176,IL,4,3,5,2,37.6,N
146177,IL,4,3,5,3,37.6,N
146178,IL,5,4,4,5,21.6,N
146179,IL,,,,,0,N
146180,IL,5,4,5,3,16,N
14A057,IL,3,3,5,1,46,N
14A247,IL,3,2,5,2,68,N
14A289,IL,4,3,3,5,40.667,N
14A332,IL,5,5,4,5,8,N
14A357,IL,5,5,5,5,8,N
14A383,IL,4,5,1,5,14,N
14A453,IL,5,5,5,5,2.667,N
14A539,IL,5,5,4,,2,N
1.4E+096,IL,2,3,1,2,46.667,N
1.4E+170,IL,4,3,5,,46.667,N
1.4E+178,IL,3,2,5,2,52.667,N
1.4E+201,IL,5,5,2,2,14,N
1.4E+213,IL,3,3,5,1,33.333,N
1.4E+248,IL,3,3,5,1,45.333,N
1.4E+258,IL,3,3,5,1,39.333,N
1.4E+265,IL,4,4,5,1,26.167,N
1.4E+307,IL,4,3,5,2,46,N
14E322,IL,4,4,4,2,23.833,N
14E345,IL,5,5,5,5,4.667,N
14E360,IL,5,4,5,3,23.333,N
14E361,IL,1,1,3,1,170.333,N
14E392,IL,3,2,5,3,56.667,N
14E579,IL,5,5,5,2,4.667,N
14E593,IL,3,2,4,4,50,N
14E701,IL,3,4,1,4,15.333,N
14E717,IL,4,3,5,3,35.333,N
14E812,IL,3,3,4,2,40.667,N
14E847,IL,2,1,5,1,80.333,N
14E848,IL,2,2,2,3,56,N
14E888,IL,4,3,2,4,33.333,N
14E897,IL,1,1,,,239.6,N
155001,IN,4,2,5,4,59.333,N
155003,IN,4,3,3,4,30,N
155005,IN,1,1,3,3,101.333,N
155006,IN,5,4,5,4,26,N
155019,IN,4,4,2,4,22.667,N
155022,IN,1,1,1,2,135.5,N
155026,IN,5,4,5,4,16,N
155029,IN,5,3,5,4,40.667,N
155038,IN,3,2,2,4,46,N
155039,IN,4,4,5,1,20,N
155041,IN,5,4,5,3,18,N
155042,IN,1,1,1,2,181.333,N
155049,IN,5,4,5,3,22.667,N
155053,IN,2,2,3,2,46,N
155059,IN,3,2,4,4,43.333,N
155061,IN,3,3,1,4,40.333,N
155062,IN,2,2,2,2,44,N
155064,IN,1,1,2,3,364.667,N
155066,IN,4,2,5,4,50.167,N
155070,IN,4,4,3,3,25.333,N
155072,IN,5,3,5,4,29.333,N
155073,IN,5,4,5,5,16.667,N
155076,IN,1,1,3,2,96.333,N
155077,IN,1,1,1,4,278,N
155086,IN,1,1,2,3,77.667,N
155089,IN,2,3,4,1,35.333,N
155093,IN,4,3,2,4,41.333,N
155094,IN,3,4,1,4,26,N
155095,IN,5,4,5,3,20,N
155100,IN,3,3,2,3,34,N
155102,IN,4,4,4,3,12.667,N
155103,IN,1,1,3,2,75.333,N
155104,IN,5,3,5,4,32,N
155106,IN,3,2,5,3,58,N
155109,IN,1,2,3,1,66.667,N
155115,IN,5,5,5,3,10.667,N
155118,IN,5,4,5,4,23.333,N
155120,IN,1,1,3,1,137.333,N
155121,IN,5,4,5,2,24,N
155124,IN,2,3,1,3,28,N
155126,IN,3,2,5,3,59.333,N
155128,IN,5,5,5,4,0,N
155131,IN,1,1,2,2,89.333,N
155132,IN,2,1,4,4,86,N
155133,IN,1,1,3,2,207.167,N
155135,IN,5,4,5,2,24,N
155136,IN,1,1,3,1,80.667,N
155137,IN,1,1,2,1,180.667,N
155138,IN,2,2,2,3,44.667,N
155139,IN,3,2,5,2,60.667,N
155143,IN,4,4,4,4,12.667,N
155145,IN,1,1,1,2,130.667,N
155148,IN,4,3,5,3,40,N
155149,IN,2,1,5,3,176.333,N
155150,IN,5,5,4,2,9.333,N
155152,IN,1,1,4,2,100.167,N
155153,IN,5,5,5,5,10.667,N
155154,IN,2,1,5,2,94,N
155156,IN,1,1,4,3,211.167,N
155157,IN,3,3,2,2,34,N
155158,IN,1,1,3,3,89.333,N
155159,IN,5,4,5,4,20,N
155160,IN,5,4,5,3,13.333,N
155162,IN,5,4,5,3,15.333,N
155165,IN,2,1,5,4,106,N
155166,IN,1,1,3,2,114,N
155167,IN,2,1,2,4,94.333,N
155170,IN,4,4,3,4,14,N
155171,IN,4,3,5,3,34,N
155173,IN,4,3,3,4,39.333,N
155176,IN,5,4,5,2,23.333,N
155177,IN,5,4,4,5,18,N
155178,IN,2,2,3,2,55.333,N
155181,IN,2,1,4,4,96.667,N
155183,IN,2,2,3,3,46,N
155187,IN,1,1,1,1,177,N
155188,IN,1,1,3,3,72.333,N
155191,IN,2,2,2,3,55.333,N
155193,IN,4,3,3,4,40,N
155196,IN,2,1,2,5,76,N
155197,IN,5,5,5,,8,N
155198,IN,4,2,5,5,64.667,N
155199,IN,5,4,5,3,25.333,N
155200,IN,5,4,5,3,16.667,N
155202,IN,3,3,5,1,38,N
155203,IN,5,4,5,3,16,N
155205,IN,2,2,2,2,66,N
155206,IN,5,5,3,4,8,N
155207,IN,3,3,2,2,36,N
155208,IN,1,2,1,2,47.333,N
155209,IN,1,1,1,1,80,N
155210,IN,3,3,2,3,30.667,N
155211,IN,1,1,1,5,179.667,N
155214,IN,2,2,4,3,56,N
155215,IN,2,3,1,3,34.667,N
155217,IN,1,1,2,3,86,N
155218,IN,1,1,4,3,85.333,N
155219,IN,4,3,3,4,36,N
155220,IN,1,2,3,1,65.333,N
155221,IN,5,4,5,4,22,N
155222,IN,2,2,3,3,62,N
155223,IN,1,3,1,1,28.667,N
155224,IN,2,1,5,2,154.667,N
155226,IN,5,4,5,3,24.667,N
155228,IN,3,3,4,3,31.333,N
155229,IN,1,1,3,3,88.667,N
155230,IN,1,1,4,2,82.667,N
155231,IN,5,4,5,4,26.667,N
155232,IN,2,2,1,4,68.333,N
155233,IN,3,2,2,4,51.333,N
155234,IN,1,1,2,2,73.5,N
155235,IN,5,4,5,3,20.667,N
155236,IN,2,1,4,4,76,N
155237,IN,5,4,5,3,22,N
155238,IN,2,2,4,3,52,N
155240,IN,3,3,3,3,32.667,N
155241,IN,4,4,4,4,26,N
155242,IN,5,4,5,4,24.667,N
155243,IN,3,3,3,3,41.333,N
155245,IN,1,1,4,1,149.667,N
155246,IN,2,1,5,2,151,N
155247,IN,3,3,3,3,34,N
155248,IN,1,1,1,1,123,N
155249,IN,1,1,3,2,77.5,N
155251,IN,1,1,3,3,72,N
155252,IN,5,4,5,3,23.333,N
155253,IN,4,4,2,4,22.667,N
155254,IN,1,2,3,1,52,N
155255,IN,1,1,4,2,77.333,N
155258,IN,3,2,5,3,44.667,N
155261,IN,3,2,2,4,47.333,N
155262,IN,5,5,5,4,6,N
155263,IN,5,3,5,4,40,N
155264,IN,2,3,1,2,30,N
155265,IN,5,5,5,3,8.667,N
155266,IN,1,2,2,1,61.333,N
155267,IN,4,4,3,3,26.667,N
155269,IN,4,3,5,3,36,N
155270,IN,4,3,2,4,33.333,N
155271,IN,1,1,3,3,81.333,N
155272,IN,3,2,5,3,70,N
155273,IN,1,1,1,2,114.667,N
155274,IN,3,2,5,3,70,N
155275,IN,2,1,5,3,103.667,N
155277,IN,1,1,1,4,219.833,N
155278,IN,2,2,3,3,52,N
155280,IN,2,2,2,2,68.667,N
155282,IN,4,3,3,5,35.333,N
155283,IN,3,3,1,5,41.333,N
155286,IN,5,4,5,2,16,N
155287,IN,5,4,5,2,24,N
155289,IN,3,2,2,4,66,N
155290,IN,3,3,5,1,37.333,N
155291,IN,4,3,5,2,40.667,N
155292,IN,5,3,5,4,28.667,N
155294,IN,4,2,5,4,55.333,N
155295,IN,1,1,3,2,146.167,N
155297,IN,4,3,2,5,40.667,N
155298,IN,2,1,5,4,123.167,Y
155299,IN,4,4,4,4,16.667,N
155303,IN,4,4,2,4,27.333,N
155304,IN,4,3,5,2,30.667,N
155305,IN,5,5,5,5,0,N
155312,IN,4,5,4,1,4.667,N
155319,IN,4,3,5,3,27.333,N
155321,IN,5,3,5,4,38.667,N
155322,IN,3,3,4,3,40,N
155323,IN,1,1,1,4,140.5,N
155324,IN,4,4,4,2,20,N
155325,IN,4,4,4,3,24.667,N
155327,IN,2,2,2,3,50,N
155328,IN,2,2,1,4,52.667,N
155329,IN,4,3,5,3,32.667,N
155330,IN,5,3,5,4,35.333,N
155331,IN,3,3,4,3,40.667,N
155332,IN,5,5,5,2,8,N
155333,IN,2,2,3,2,48.667,N
155334,IN,4,3,5,2,36.667,N
155335,IN,2,2,4,3,68,N
155336,IN,2,2,3,3,46,N
155338,IN,1,1,3,3,80.667,N
155341,IN,2,2,2,3,45.333,N
155342,IN,3,3,2,3,30,N
155343,IN,5,5,5,3,0,N
155344,IN,2,2,4,2,50.667,N
155348,IN,4,3,5,2,35.333,N
155349,IN,5,5,5,4,4.667,N
155352,IN,2,2,2,3,52,N
155353,IN,3,4,1,2,16.667,N
155354,IN,4,4,4,4,18.667,N
155355,IN,4,2,5,4,56.333,N
155356,IN,5,5,4,5,6,N
155357,IN,3,3,4,3,34,N
155358,IN,4,3,3,5,31.333,N
155359,IN,2,1,2,4,104,Y
155361,IN,3,3,3,2,30,N
155362,IN,1,1,1,1,133.333,N
155363,IN,3,2,3,4,54,N
155364,IN,4,4,4,3,14.667,N
155367,IN,3,2,5,2,60.667,N
155368,IN,4,4,2,3,22,N
155370,IN,3,3,4,3,38.667,N
155373,IN,5,5,2,5,8.667,N
155374,IN,3,3,1,4,40,N
155375,IN,4,4,2,3,27.333,N
155376,IN,1,1,2,2,123.667,N
155377,IN,5,3,5,4,30,N
155378,IN,2,2,4,2,67.333,N
155379,IN,2,2,3,3,69.333,N
155381,IN,2,2,3,3,69.333,N
155383,IN,4,3,5,2,32.667,N
155384,IN,4,3,5,2,34,N
155385,IN,4,3,5,2,34.667,N
155386,IN,4,5,1,3,2.667,N
155387,IN,2,3,1,3,30.333,N
155388,IN,1,2,1,1,45.333,N
155389,IN,3,3,3,2,33.333,N
155390,IN,1,1,3,3,83.333,N
155392,IN,5,5,2,4,4.667,N
155400,IN,2,2,1,4,54.667,N
155401,IN,4,4,3,3,18,N
155402,IN,4,4,2,3,16.667,N
155404,IN,1,1,3,1,73.333,N
155406,IN,1,1,1,1,217.167,N
155409,IN,2,2,2,2,60.667,N
155412,IN,3,3,3,3,36,N
155414,IN,3,4,1,4,25.167,N
155417,IN,5,5,4,3,0,N
155419,IN,4,4,2,2,19.333,N
155423,IN,2,2,3,3,69.167,N
155424,IN,3,3,3,2,30.667,N
155426,IN,4,3,4,4,31.333,N
155427,IN,5,5,4,2,0,N
155428,IN,1,1,1,1,140.5,N
155430,IN,4,3,5,2,27.333,N
155432,IN,5,4,5,4,13.333,N
155434,IN,5,5,4,2,0,N
155436,IN,4,3,2,4,28,N
155441,IN,1,2,1,3,54,N
155442,IN,5,5,2,3,10,N
155443,IN,3,2,4,4,58,N
155444,IN,2,2,5,1,66.667,N
155446,IN,1,1,4,3,127.667,N
155448,IN,5,3,5,4,27.333,N
155449,IN,4,4,4,3,18.667,N
155455,IN,4,2,5,4,59.333,N
155458,IN,1,1,1,2,120,N
155459,IN,2,2,2,2,50,N
155461,IN,2,2,3,3,54.667,N
155462,IN,4,4,4,4,15.333,N
155464,IN,3,2,2,4,56.667,N
155468,IN,4,4,1,5,23.333,N
155469,IN,2,2,2,2,59.333,N
155471,IN,4,4,3,,14,N
155472,IN,5,4,5,4,15.333,N
155473,IN,2,2,1,5,51.333,N
155474,IN,3,2,5,3,50.667,N
155475,IN,5,5,3,5,7.333,N
155477,IN,5,5,5,3,7.333,N
155478,IN,2,1,5,3,85.333,N
155479,IN,5,3,5,4,41.333,N
155480,IN,4,4,2,4,20.667,N
155481,IN,4,3,2,4,29.333,N
155482,IN,4,5,1,3,10.667,N
155483,IN,4,4,2,3,26,N
155484,IN,1,1,4,3,156.167,N
155486,IN,4,5,1,5,7.333,N
155487,IN,4,4,4,4,21.333,N
155488,IN,3,3,4,2,34.667,N
155489,IN,5,4,5,4,26,N
155490,IN,4,4,2,3,18,N
155491,IN,1,1,1,4,207.167,N
155493,IN,4,3,5,2,32,N
155494,IN,1,1,1,1,189.333,N
155495,IN,2,1,2,4,118,N
155496,IN,2,3,4,1,29.333,N
155501,IN,3,2,5,3,45.333,N
155502,IN,4,3,4,4,42,N
155503,IN,3,3,4,3,28,N
155505,IN,4,2,5,4,54.667,N
155506,IN,4,3,5,3,37.333,N
155507,IN,3,4,2,1,23.333,N
155508,IN,2,1,3,4,94.667,N
155510,IN,5,4,5,2,21.333,N
155511,IN,4,3,2,4,39.333,N
155512,IN,4,4,2,3,24,N
155516,IN,5,5,2,5,8,N
155519,IN,5,4,5,5,18.667,N
155520,IN,4,3,5,3,32.667,N
155521,IN,2,2,1,4,62,N
155522,IN,2,1,2,4,75.333,N
155523,IN,2,2,2,2,50.667,N
155524,IN,4,4,2,4,26.667,N
155525,IN,3,4,1,3,16,N
155526,IN,3,4,1,4,15.333,N
155527,IN,5,5,3,4,12,N
155530,IN,2,1,5,4,144.667,Y
155531,IN,4,4,4,4,26.667,N
155532,IN,2,2,3,2,52.667,N
155535,IN,1,1,1,3,76.667,N
155539,IN,4,4,3,4,26,N
155542,IN,3,2,3,4,57.333,N
155543,IN,3,2,5,3,54.667,N
155546,IN,3,2,5,3,46.667,N
155549,IN,2,2,1,4,65.333,N
155551,IN,5,3,5,5,39.333,N
155556,IN,1,1,3,3,78.667,N
155557,IN,5,3,5,4,41.333,N
155561,IN,3,2,4,4,67.333,N
155564,IN,5,4,5,3,18.667,N
155565,IN,2,3,1,2,28,N
155566,IN,1,2,1,1,57.333,N
155567,IN,2,2,3,3,61.333,N
155568,IN,5,4,5,2,14,N
155570,IN,5,3,5,5,33.333,N
155571,IN,4,3,5,3,39.333,N
155572,IN,1,1,1,2,130.667,N
155573,IN,5,4,5,3,24.667,N
155574,IN,5,4,5,4,18,N
155576,IN,4,3,5,2,34,N
155578,IN,4,4,4,3,18.667,N
155579,IN,2,1,5,2,101,N
155580,IN,1,1,2,1,164.5,N
155581,IN,4,3,5,3,37.333,N
155582,IN,5,4,5,3,12.667,N
155583,IN,5,5,5,4,0,N
155586,IN,2,2,3,3,48.667,N
155587,IN,4,5,1,2,6,N
155589,IN,5,5,5,4,0,N
155593,IN,5,4,3,5,22.667,N
155596,IN,5,5,5,1,3.333,N
155600,IN,5,3,5,4,29.333,N
155604,IN,5,5,4,4,8.667,N
155605,IN,3,4,1,3,18,N
155606,IN,4,3,5,2,27.333,N
155607,IN,5,4,5,4,23.333,N
155608,IN,2,2,2,3,59.333,N
155611,IN,5,4,5,4,23.333,N
155614,IN,5,5,3,3,8,N
155616,IN,1,2,1,1,43.333,N
155617,IN,4,4,5,1,18,N
155618,IN,2,2,2,3,68.667,N
155620,IN,2,2,4,2,60,N
155621,IN,2,2,4,3,56.667,N
155625,IN,2,1,5,3,105.333,N
155627,IN,5,4,5,3,16.667,N
155628,IN,2,2,2,3,58.667,N
155630,IN,3,2,2,4,58.667,N
155631,IN,4,4,3,4,15.333,N
155632,IN,2,2,2,2,62,N
155635,IN,4,3,4,4,38,N
155636,IN,5,3,5,4,42.667,N
155637,IN,2,2,3,3,66,N
155649,IN,4,3,5,3,34.667,N
155650,IN,2,2,2,3,45.333,N
155651,IN,4,4,3,3,26.667,N
155653,IN,1,1,4,2,177.333,N
155654,IN,5,3,5,4,40,N
155655,IN,4,4,4,4,23.333,N
155656,IN,3,2,4,4,54,N
155657,IN,2,2,3,3,66.333,N
155658,IN,3,4,1,4,24.667,N
155659,IN,5,5,3,4,8.667,N
155660,IN,5,4,5,4,24.667,N
155661,IN,2,2,3,2,45,N
155662,IN,4,3,4,4,32.667,N
155664,IN,2,2,4,3,48,N
155665,IN,1,1,4,2,81.333,N
155666,IN,3,4,1,4,15.333,N
155667,IN,4,3,3,4,37.333,N
155668,IN,4,3,5,3,29.333,N
155669,IN,4,5,1,5,8,N
155670,IN,2,2,4,3,45.333,N
155671,IN,4,4,4,4,20,N
155672,IN,4,4,2,4,25.333,N
155673,IN,4,4,4,3,15.333,N
155674,IN,4,3,5,3,29.333,N
155675,IN,5,4,5,3,22.667,N
155676,IN,5,5,4,3,12.667,N
155677,IN,4,3,4,4,33.333,N
155678,IN,5,4,5,5,25.333,N
155679,IN,5,5,5,3,10.667,N
155680,IN,4,2,5,5,62.667,N
155681,IN,4,4,2,4,25.333,N
155682,IN,2,2,4,3,68,N
155683,IN,2,1,5,5,123.667,N
155684,IN,5,4,5,4,15.333,N
155685,IN,1,1,1,3,99.333,N
155686,IN,2,3,4,1,32,N
155687,IN,1,1,3,1,111.333,N
155688,IN,5,4,5,5,20.667,N
155689,IN,2,1,5,2,94.667,N
