provnum,STATE,overall_rating,survey_rating,quality_rating,staffing_rating,WEIGHTED_ALL_CYCLES_SCORE,SFF
255179,MS,3,2,2,4,38.667,N
255181,MS,3,4,1,4,14.667,N
255182,MS,1,1,1,5,95.167,N
255185,MS,4,3,5,3,22.667,N
255191,MS,1,2,1,3,39.333,N
255192,MS,5,4,5,4,10.667,N
255206,MS,3,3,3,2,28,N
255207,MS,2,2,2,3,31.333,N
255210,MS,5,3,5,4,20,N
255212,MS,3,3,1,4,28.667,N
255213,MS,4,3,4,5,24,N
255214,MS,2,3,1,3,18.667,N
255215,MS,3,4,1,3,18,N
255216,MS,4,3,5,2,27.333,N
255217,MS,4,4,4,3,14.667,N
255218,MS,4,4,2,4,16,N
255219,MS,3,3,2,2,24.667,N
255220,MS,3,2,4,4,37.333,N
255221,MS,1,1,3,3,62.667,N
255222,MS,4,3,2,4,20.667,N
255226,MS,3,2,2,4,34,N
255227,MS,1,1,1,3,52.667,N
255228,MS,3,3,4,3,21.333,N
255229,MS,1,1,4,3,62.667,N
255230,MS,5,4,5,,12,N
255232,MS,2,3,3,1,28,N
255233,MS,4,4,4,4,14,N
255234,MS,4,4,4,3,14.667,N
255243,MS,5,5,5,4,6,N
255244,MS,2,2,1,4,31.333,N
255247,MS,5,4,5,4,18,N
255249,MS,2,2,2,2,34.667,N
255250,MS,2,1,5,4,47.333,N
255251,MS,5,5,5,4,4,N
255252,MS,1,2,1,3,29.333,N
255253,MS,5,5,5,3,7.333,N
255257,MS,1,1,1,4,107,N
255259,MS,5,5,4,4,6,N
255260,MS,3,3,1,4,28.667,N
255261,MS,1,1,1,2,124.667,N
255262,MS,4,3,5,3,30,N
255263,MS,1,1,3,3,146.333,N
255264,MS,3,3,1,4,23.333,N
255265,MS,5,4,4,5,17.333,N
255266,MS,2,2,2,3,29.333,N
255267,MS,1,2,1,3,35.333,N
255268,MS,1,1,1,3,92.667,N
255269,MS,1,1,2,2,74.667,N
255270,MS,5,5,3,4,3.333,N
255271,MS,2,2,1,4,30,N
255272,MS,4,4,4,3,12.667,N
255273,MS,1,2,2,1,33.333,N
255274,MS,3,3,2,3,24.667,N
255275,MS,4,2,5,4,32.667,N
255276,MS,1,2,1,3,31.333,N
255277,MS,4,5,1,4,2.667,N
255278,MS,1,1,3,3,106,N
255279,MS,4,4,4,3,18.667,N
255280,MS,5,5,5,4,6,N
255281,MS,2,3,1,3,20,N
255282,MS,4,4,2,3,18.667,N
255283,MS,1,2,2,1,33.333,N
255284,MS,4,4,4,3,14,N
255285,MS,1,1,1,2,104,N
255286,MS,5,5,5,4,6,N
255287,MS,5,3,5,4,26.667,N
255288,MS,4,4,4,3,10.667,N
255289,MS,3,2,2,4,33.333,N
255290,MS,4,4,2,2,9.333,N
255291,MS,4,4,2,4,12,N
255292,MS,1,1,3,3,138.5,N
255293,MS,4,4,3,3,12,N
255294,MS,5,5,4,4,4,N
255296,MS,2,3,1,3,24.667,N
255297,MS,3,2,5,3,46.167,N
255299,MS,3,4,1,4,13.333,N
255300,MS,3,3,3,3,28,N
255301,MS,4,5,1,4,4.667,N
255302,MS,3,3,2,3,24.667,N
255303,MS,4,5,1,4,7.333,N
255304,MS,2,2,2,3,36,N
255305,MS,5,5,3,3,4.667,N
255306,MS,2,1,2,4,56,N
255307,MS,2,2,1,4,30,N
255308,MS,4,4,3,,16.667,N
255309,MS,1,1,2,3,53.333,N
255310,MS,5,5,2,4,6.667,N
255311,MS,5,4,5,3,12,N
255312,MS,5,5,3,2,2.667,N
255313,MS,4,4,2,4,9.333,N
255314,MS,4,4,2,4,13.333,N
255315,MS,2,1,2,4,68.667,N
255316,MS,3,3,1,4,27.333,N
255317,MS,5,5,4,5,2.667,N
255318,MS,4,3,2,4,26,N
255319,MS,5,5,4,4,8,N
255320,MS,4,4,3,4,10,N
255321,MS,4,3,2,4,20,N
255322,MS,2,2,2,3,46.667,N
255323,MS,4,4,2,4,16.667,N
255324,MS,2,1,5,4,105.167,N
255325,MS,5,3,5,4,19.333,N
255326,MS,1,1,1,4,148.833,N
255327,MS,4,4,3,4,13.333,N
255328,MS,2,2,3,3,42,N
255329,MS,2,2,4,3,29.667,N
255331,MS,4,4,2,4,10,N
255332,MS,1,1,1,3,49.333,N
255333,MS,3,3,1,5,28.667,N
255334,MS,4,5,1,4,3.333,N
255335,MS,5,5,5,5,3.333,N
255336,MS,4,4,2,3,12.667,N
255338,MS,1,1,1,1,219.5,N
255339,MS,1,1,1,4,101.333,N
255340,MS,4,4,3,4,8,N
255341,MS,3,2,3,4,30,N
255342,MS,3,4,1,4,14.4,N
255343,MS,,,,,0,N
255344,MS,2,2,1,4,33.6,N
25A123,MS,3,3,1,5,27.333,N
25A156,MS,1,1,1,5,52.833,N
25A162,MS,2,1,3,4,86.5,N
25A174,MS,4,4,4,4,14.667,N
25A178,MS,2,2,1,4,32,N
25A188,MS,2,3,1,3,20.667,N
25A190,MS,3,3,1,4,21.333,N
25A197,MS,5,4,5,4,11.333,N
25A233,MS,4,3,2,4,25.333,N
25A371,MS,4,4,1,5,12,N
25A374,MS,4,4,3,4,10,N
25A380,MS,4,4,1,5,16.667,N
25A381,MS,2,3,1,3,20,N
25A389,MS,4,4,2,,10.667,N
25A401,MS,5,5,5,4,4,N
25A402,MS,4,3,4,4,23.333,N
25A403,MS,5,4,5,4,17.333,N
25A404,MS,2,1,4,4,78.333,N
25A414,MS,2,1,3,5,120.333,N
25A416,MS,5,5,5,5,1.333,N
25A418,MS,2,1,4,5,134.833,N
25A419,MS,3,4,3,1,17.333,N
2.5E+016,MS,4,4,4,4,18,N
2.5E+116,MS,2,1,5,3,93,N
265001,MO,2,1,5,3,116.167,N
265055,MO,3,4,1,4,17.333,N
265071,MO,4,4,3,4,24.667,N
265091,MO,4,3,5,2,28.667,N
265095,MO,3,2,2,5,47.333,N
265105,MO,3,3,4,3,31.333,N
265108,MO,2,1,5,3,74.333,N
265110,MO,5,5,3,3,6,N
265112,MO,3,2,5,3,47.333,N
265118,MO,2,2,3,2,73.333,N
265120,MO,3,2,5,3,69,N
265121,MO,5,4,4,5,22,N
265123,MO,2,2,2,2,47.333,N
265130,MO,2,1,4,4,118.667,N
265131,MO,4,4,4,3,14,N
265136,MO,4,4,3,3,16.667,N
265140,MO,3,3,2,3,34.667,N
265142,MO,4,3,3,5,28.667,N
265145,MO,1,1,4,3,111.667,N
265149,MO,3,3,2,2,31,N
265155,MO,5,3,5,4,28.667,N
265156,MO,3,3,2,2,32,N
265157,MO,5,5,5,4,0,N
265158,MO,4,4,4,4,18,N
265159,MO,3,3,2,3,40,N
265160,MO,1,1,3,2,143.833,N
265161,MO,4,5,1,3,2.667,N
265163,MO,5,5,5,,8,N
265164,MO,4,4,2,4,28,N
265165,MO,3,2,3,4,51.333,N
265166,MO,5,4,5,3,22.667,N
265167,MO,2,1,5,2,153,N
265168,MO,4,4,5,1,27.333,N
265169,MO,2,1,4,4,87.667,N
265170,MO,5,4,5,4,24,N
265171,MO,5,5,4,3,4.667,N
265174,MO,4,3,2,5,38.667,N
265175,MO,5,4,5,2,18,N
265178,MO,4,3,2,4,33,N
265181,MO,2,2,4,3,43.333,N
265182,MO,4,4,2,4,19.333,N
265185,MO,4,2,5,4,44,N
265188,MO,2,1,4,4,86.667,N
265193,MO,3,3,2,3,32.667,N
265195,MO,1,2,2,1,43,N
265198,MO,4,3,2,4,36.667,N
265199,MO,2,2,3,2,61.333,N
265200,MO,4,3,2,4,30,N
265202,MO,3,3,3,2,28,N
265205,MO,1,2,1,3,70.667,N
265208,MO,4,3,2,4,33.667,N
265209,MO,5,5,4,3,7.333,N
265210,MO,3,3,5,1,34.667,N
265216,MO,5,5,5,3,5.333,N
265225,MO,4,4,4,2,12,N
265230,MO,5,4,5,4,18,N
265236,MO,5,5,2,3,8.667,N
265237,MO,1,1,2,2,116.167,N
265238,MO,3,2,5,2,52.667,N
265239,MO,3,3,2,3,36.667,N
265245,MO,5,5,4,4,2.667,N
265246,MO,5,3,5,4,42,N
265247,MO,4,3,3,4,39.333,N
265249,MO,2,2,3,2,59.833,N
265251,MO,1,1,2,3,80.333,N
265253,MO,3,4,1,4,18.667,N
265254,MO,5,5,5,4,3.333,N
265255,MO,1,1,4,3,151,N
265258,MO,2,3,1,3,37.333,N
265266,MO,4,4,2,4,12,N
265275,MO,4,2,5,4,59.333,N
265279,MO,3,2,5,3,47.667,N
265285,MO,4,4,2,4,19.333,N
265288,MO,1,2,4,1,71.333,N
265289,MO,5,5,3,5,0,N
265294,MO,1,2,1,2,50.667,N
265302,MO,4,4,2,3,21.333,N
265303,MO,2,1,2,4,175.167,N
265307,MO,3,3,3,2,30.667,N
265308,MO,1,1,1,3,97.333,N
265309,MO,2,2,2,2,71.333,N
265310,MO,5,5,5,,3.333,N
265312,MO,3,3,1,4,40.667,N
265318,MO,5,4,5,3,24.667,N
265319,MO,1,1,2,2,94.667,N
265320,MO,2,2,2,3,62.167,N
265321,MO,2,2,2,3,56,N
265322,MO,5,5,5,3,10,N
265324,MO,1,1,3,1,87.667,N
265325,MO,4,3,5,3,38.667,N
265326,MO,4,4,2,2,25.333,N
265327,MO,5,4,3,5,16,N
265330,MO,3,2,5,3,64.667,N
265331,MO,1,1,1,3,137.333,N
265333,MO,4,4,2,3,21.333,N
265335,MO,4,3,2,4,32.667,N
265336,MO,2,2,3,3,56.667,N
265337,MO,3,3,1,4,28.667,N
265338,MO,4,4,3,3,28,N
265339,MO,1,1,4,3,119.667,N
265340,MO,5,5,2,4,10.667,N
265341,MO,5,4,5,2,24.667,N
265343,MO,4,4,4,4,11.333,N
265345,MO,4,4,3,3,18,N
265347,MO,2,2,3,2,62.5,N
265348,MO,4,4,3,3,15.333,N
265349,MO,1,2,3,1,62.667,N
265351,MO,4,2,5,4,70.5,N
265352,MO,4,3,4,5,40,N
265353,MO,2,1,2,4,74.667,N
265354,MO,4,4,2,3,27.333,N
265355,MO,5,3,5,4,30.667,N
265356,MO,2,2,3,3,67.667,N
265358,MO,1,1,3,3,96,Y
265359,MO,4,3,2,4,33.333,N
265360,MO,4,3,2,4,33.333,N
265361,MO,4,4,2,4,20,N
265362,MO,1,1,1,2,104.667,N
265363,MO,5,4,5,4,14.667,N
265364,MO,1,1,2,3,134.333,N
265365,MO,4,3,5,3,42,N
265366,MO,1,1,1,2,84,N
265367,MO,5,5,5,4,10,N
265368,MO,4,3,3,4,38.667,N
265369,MO,4,2,5,5,43.667,N
265373,MO,3,4,1,3,22,N
265374,MO,2,2,2,3,44,N
265377,MO,3,3,2,3,31.333,N
265378,MO,1,1,1,3,92.667,N
265379,MO,1,1,1,2,131.667,N
265381,MO,4,3,5,3,41.333,N
265382,MO,3,2,5,3,62.667,N
265383,MO,3,2,2,4,72.667,N
265384,MO,5,4,5,4,20.667,N
265385,MO,5,5,5,3,8,N
265387,MO,4,4,2,3,26.667,N
265388,MO,1,1,1,3,81,N
265389,MO,4,4,4,3,24,N
265390,MO,3,3,4,3,40,N
265392,MO,2,2,4,3,51.333,N
265393,MO,3,3,4,2,38,N
265394,MO,3,2,3,4,45.333,N
265395,MO,2,2,3,2,52.667,N
265396,MO,5,4,5,3,14.667,N
265398,MO,4,4,3,2,27.333,N
265400,MO,4,5,1,4,4,N
265401,MO,4,4,3,2,22,N
265402,MO,3,3,3,3,40.667,N
265404,MO,4,2,5,4,63.333,N
265405,MO,4,4,3,3,24.667,N
265406,MO,5,5,5,4,8.667,N
265407,MO,3,2,4,4,52.667,N
265409,MO,3,3,3,3,38,N
265410,MO,1,1,1,3,97.167,N
265411,MO,2,2,4,3,42.667,N
265412,MO,4,4,3,4,26,N
265414,MO,5,5,5,5,5.333,N
265415,MO,3,3,4,3,32.667,N
265416,MO,4,4,4,4,22,N
265417,MO,4,2,5,4,63.333,N
265418,MO,4,4,4,4,23.333,N
265419,MO,1,2,1,2,50.667,N
265420,MO,3,2,3,5,47.333,N
265423,MO,1,2,4,1,45.333,N
265425,MO,1,1,4,3,160,N
265427,MO,2,2,3,2,70.333,N
265428,MO,3,3,3,3,34,N
265429,MO,5,5,3,,0,N
265430,MO,3,4,1,3,18,N
265431,MO,1,1,1,2,82,N
265433,MO,1,1,2,1,90,N
265434,MO,4,2,5,5,54.5,N
265437,MO,1,1,1,3,137,N
265438,MO,4,4,4,2,20.667,N
265439,MO,5,4,2,5,24,N
265440,MO,3,3,4,3,30.667,N
265442,MO,2,2,4,3,44.667,N
265443,MO,1,2,3,1,60,N
265444,MO,5,4,5,2,16.667,N
265446,MO,4,3,3,4,29.167,N
265447,MO,5,4,5,3,13.333,N
265450,MO,1,2,1,3,46,N
265451,MO,2,2,2,3,65.333,N
265452,MO,4,4,2,4,26,N
265454,MO,1,1,2,3,84.667,N
265455,MO,3,4,3,1,24.667,N
265456,MO,1,1,1,3,100.333,N
265457,MO,2,2,2,2,47.333,N
265460,MO,4,4,4,2,24.667,N
265462,MO,1,1,2,3,122.833,N
265463,MO,2,1,2,5,176.167,N
265464,MO,5,5,5,3,2,N
265466,MO,5,4,5,3,20.667,N
265468,MO,5,4,5,5,17.333,N
265469,MO,1,2,4,1,72,N
265470,MO,5,4,5,4,20,N
265471,MO,4,3,2,4,42,N
265472,MO,4,4,2,3,26.667,N
265473,MO,4,4,3,4,22.667,N
265474,MO,3,2,4,4,64,N
265475,MO,4,4,2,2,12,N
265476,MO,1,1,1,2,158,N
265477,MO,2,1,5,1,106.5,N
265479,MO,2,2,4,2,48,N
265480,MO,3,2,5,3,56.333,N
265481,MO,2,2,2,,49.333,N
265482,MO,2,2,3,3,66,N
265485,MO,4,2,5,4,45.333,N
265486,MO,1,1,3,2,139,N
265489,MO,4,2,5,4,50.667,N
265491,MO,4,4,3,3,13.333,N
265492,MO,4,3,4,4,36,N
265493,MO,5,5,4,4,9.333,N
265494,MO,5,5,4,4,8,N
265495,MO,5,4,5,4,16,N
265496,MO,4,3,4,4,34.667,N
265498,MO,4,4,4,3,22.667,N
265500,MO,3,2,5,3,47,N
265501,MO,2,3,2,1,32.667,N
265503,MO,5,3,5,4,36,N
265504,MO,1,1,1,3,76,N
265506,MO,1,2,1,3,47.333,N
265508,MO,4,3,2,4,37.333,N
265509,MO,4,4,5,1,22,N
265510,MO,1,1,2,2,165.5,N
265512,MO,1,1,1,3,113,N
265513,MO,2,4,1,1,25.333,N
265514,MO,1,1,2,3,86,N
265516,MO,1,2,3,1,66,N
265517,MO,4,3,4,5,42,N
265518,MO,1,1,1,3,118,N
265519,MO,5,5,4,4,2,N
265520,MO,3,4,1,3,18.667,N
265521,MO,2,2,3,3,47.333,N
265522,MO,4,3,4,4,32.667,N
265523,MO,1,1,2,2,132,N
265524,MO,3,3,2,3,43.333,N
265526,MO,1,2,4,1,69,N
265528,MO,5,5,3,3,6.667,N
265529,MO,1,1,4,3,160.5,N
265530,MO,4,4,3,3,18,N
265531,MO,4,3,4,4,32.667,N
265532,MO,1,1,4,3,158,N
265534,MO,2,1,5,3,74.667,N
265535,MO,3,3,5,1,35.333,N
265536,MO,1,1,1,4,88.667,N
265537,MO,3,2,4,4,67,N
265538,MO,4,4,4,3,25.333,N
265539,MO,1,1,2,3,162,N
265545,MO,4,4,4,3,17.333,N
265546,MO,3,3,4,3,34.667,N
265547,MO,4,3,2,4,28,N
265548,MO,5,4,5,,27.333,N
265549,MO,5,3,5,5,43.333,N
265550,MO,4,2,5,5,52,N
265551,MO,2,2,4,3,46.667,N
265552,MO,1,2,1,1,46.333,N
265553,MO,4,3,5,3,33.333,N
265554,MO,5,5,5,3,6.667,N
265555,MO,5,3,5,4,28.667,N
265556,MO,5,4,5,3,27.333,N
265557,MO,3,3,4,3,38,N
265558,MO,3,2,2,4,59.333,N
265559,MO,5,5,5,3,5.333,N
265561,MO,5,3,5,5,28.667,N
265564,MO,5,4,5,4,12.667,N
265565,MO,4,4,2,3,21.333,N
265566,MO,4,5,2,1,10.667,N
265571,MO,5,4,5,2,15.333,N
265572,MO,5,4,5,4,21.333,N
265573,MO,2,2,1,4,49.667,N
265574,MO,4,3,3,4,39.333,N
265577,MO,1,1,1,1,292.5,Y
265578,MO,3,2,5,2,47.333,N
265579,MO,3,3,4,3,36.667,N
265580,MO,5,5,2,4,2.667,N
265581,MO,5,5,3,5,10.667,N
265582,MO,4,3,5,2,43.333,N
265583,MO,5,4,3,5,21.333,N
265585,MO,5,3,5,4,36,N
265586,MO,1,2,4,1,67.333,N
265589,MO,1,1,1,4,98,N
265590,MO,3,3,2,3,34,N
265591,MO,5,3,5,4,29.333,N
265593,MO,5,5,4,2,7.333,N
265594,MO,2,2,4,3,44,N
265595,MO,1,1,1,3,150,N
265597,MO,1,1,1,2,126.667,N
265598,MO,3,3,3,3,38,N
265599,MO,5,3,5,4,43.333,N
265600,MO,4,3,3,4,29.333,N
265605,MO,4,3,5,3,30,N
265606,MO,4,2,5,4,52,N
265607,MO,2,1,5,1,73.333,N
265608,MO,4,4,4,4,22.667,N
265609,MO,3,2,3,4,61.333,N
265610,MO,4,4,3,4,25.333,N
265611,MO,2,1,5,3,96,N
265614,MO,4,4,1,5,27.333,N
265617,MO,2,2,3,3,65.167,N
265618,MO,4,4,2,3,16,N
265620,MO,3,3,3,3,33.333,N
265621,MO,2,2,1,4,50.333,N
265625,MO,4,4,3,3,12.667,N
265627,MO,4,3,5,,28.667,N
265629,MO,5,4,5,3,13.333,N
265632,MO,5,5,5,3,2,N
265633,MO,1,2,4,1,71.333,N
265634,MO,5,5,3,4,0,N
265636,MO,5,4,5,4,20.667,N
265637,MO,1,1,1,3,92.667,N
265638,MO,2,2,1,4,44,N
265639,MO,4,4,3,,12,N
265643,MO,1,1,2,3,81.333,N
265644,MO,4,3,3,4,41.333,N
265645,MO,1,1,2,1,83.333,N
265646,MO,2,1,3,4,80.667,N
265647,MO,4,3,2,4,34,N
265648,MO,4,4,3,2,24,N
265649,MO,3,4,1,4,12.667,N
265651,MO,4,4,2,4,20.5,N
265652,MO,2,1,3,4,151.333,N
265654,MO,2,2,2,3,44.667,N
265655,MO,3,4,1,3,23.333,N
265656,MO,3,3,4,3,32.667,N
265657,MO,3,2,3,4,68.667,N
265661,MO,4,4,4,4,20,N
265663,MO,4,3,4,4,32.667,N
265664,MO,4,4,4,4,21.333,N
265665,MO,5,3,5,4,36.667,N
265666,MO,3,2,4,4,43.333,N
265667,MO,5,4,5,4,22,N
265668,MO,2,1,5,1,86.833,N
265669,MO,1,1,2,3,83.333,N
265670,MO,5,5,5,1,5.333,N
265672,MO,4,3,3,4,38.667,N
265673,MO,4,3,3,4,29.333,N
265674,MO,2,1,3,4,78.667,N
265676,MO,5,4,5,2,27.333,N
265677,MO,3,4,1,3,25.333,N
265678,MO,4,3,3,4,31.333,N
265679,MO,2,2,2,3,62.667,N
265680,MO,5,3,5,4,36.667,N
265681,MO,3,3,3,2,33.333,N
265682,MO,1,1,4,3,76,N
265683,MO,4,4,5,1,22,N
265688,MO,2,2,4,3,57.333,N
265690,MO,1,1,2,3,73.667,N
265693,MO,1,1,3,3,83.333,N
265694,MO,3,3,1,4,31.333,N
265696,MO,2,1,3,4,77.333,N
265697,MO,1,1,2,2,124,N
265698,MO,2,1,5,4,108.667,N
265699,MO,1,2,4,1,62.5,N
265700,MO,2,3,1,3,33.333,N
265701,MO,3,2,5,3,54,N
265702,MO,1,1,2,2,149.333,N
265703,MO,2,1,5,4,181.833,N
265704,MO,1,1,1,4,132,N
265705,MO,5,4,5,4,20,N
265706,MO,5,3,5,5,29.333,N
265707,MO,4,4,4,3,20,N
265708,MO,1,1,1,3,88,N
265709,MO,2,1,5,3,74,N
265710,MO,3,2,2,4,51.333,N
265711,MO,5,4,5,4,11.333,N
265712,MO,1,1,4,3,118.5,Y
265713,MO,5,4,5,4,24.667,N
265714,MO,5,5,5,3,2.667,N
265715,MO,1,1,1,4,82,N
265716,MO,1,3,1,1,41.333,N
265717,MO,2,2,4,2,47.333,N
265718,MO,5,4,5,4,24.667,N
265719,MO,3,2,2,4,61.333,N
265720,MO,4,3,5,2,32.667,N
265721,MO,2,1,2,4,248,N
265725,MO,4,5,1,5,2.667,N
265727,MO,1,1,1,2,96.667,N
265728,MO,3,3,2,3,28.667,N
265729,MO,4,4,3,4,13.333,N
265730,MO,1,1,3,3,451,N
265731,MO,4,4,3,4,26.667,N
265732,MO,2,2,2,2,46,N
265733,MO,1,2,1,3,50.667,N
265734,MO,4,3,5,3,29.333,N
265735,MO,5,4,5,5,28,N
265736,MO,1,1,2,2,186.333,N
265737,MO,4,4,2,3,14.667,N
265738,MO,4,4,2,3,15.333,N
265739,MO,4,3,2,4,35.333,N
265740,MO,2,2,1,4,62.667,N
265742,MO,4,4,4,4,14.667,N
265743,MO,3,2,3,4,44,N
265744,MO,5,4,5,5,24,N
265745,MO,1,1,4,3,77.833,N
265746,MO,4,3,5,3,28.667,N
265747,MO,4,4,3,4,22.667,N
265748,MO,4,4,3,3,12.667,N
265749,MO,1,1,4,3,101,N
265751,MO,4,3,3,4,39.333,N
265752,MO,1,2,1,3,68.667,N
265753,MO,2,2,4,2,44,N
265754,MO,1,1,4,3,207,N
265755,MO,4,4,4,2,26,N
265756,MO,4,4,3,4,27.333,N
265757,MO,2,1,5,1,134.833,N
265758,MO,2,2,4,3,47.333,N
265759,MO,3,2,4,5,50.667,N
265760,MO,5,5,4,3,2.667,N
265761,MO,5,5,3,4,4,N
265762,MO,4,2,5,4,48.667,N
265763,MO,5,4,5,4,24.667,N
265764,MO,4,3,2,5,36,N
265765,MO,3,4,1,4,26.667,N
265766,MO,4,4,3,4,23.333,N
265767,MO,4,3,4,4,34,N
265768,MO,5,5,4,5,10.667,N
265769,MO,2,1,5,1,120.667,N
265770,MO,5,5,2,5,6.667,N
265771,MO,4,2,5,4,57.833,N
265772,MO,2,2,4,3,49.333,N
265773,MO,2,2,1,4,42.667,N
265775,MO,4,3,2,4,42,N
265776,MO,2,1,2,4,166.333,N
265777,MO,4,4,3,3,14,N
265778,MO,4,3,2,4,36,N
265779,MO,4,4,3,4,16.667,N
265780,MO,1,2,1,3,60.667,N
265781,MO,5,3,5,4,37.333,N
265782,MO,3,3,4,3,33.333,N
265783,MO,3,2,3,4,47.333,N
265784,MO,3,2,4,4,61.333,N
265785,MO,4,3,2,4,28.667,N
265786,MO,2,1,2,4,126.167,N
265787,MO,4,2,5,4,48.667,N
265788,MO,4,3,4,4,36.667,N
265791,MO,5,5,5,,10.667,N
265792,MO,2,2,3,3,68,N
265793,MO,1,1,4,2,93,N
265794,MO,5,5,5,4,8,N
265795,MO,5,4,5,4,24.667,N
265796,MO,3,2,2,4,67.667,N
265797,MO,2,3,1,3,36.667,N
265798,MO,4,4,4,4,24.667,N
265799,MO,5,4,5,4,10.667,N
265800,MO,1,1,2,3,75.333,N
265801,MO,5,5,5,3,3.333,N
265802,MO,4,2,5,4,60.667,N
265803,MO,4,3,3,4,34,N
265804,MO,5,5,5,5,9.333,N
265805,MO,4,3,4,5,34.667,N
265807,MO,1,1,2,3,110.333,N
265808,MO,1,2,3,1,59.333,N
265810,MO,2,1,3,4,171,N
265813,MO,4,3,2,4,28.667,N
265814,MO,5,4,2,5,14.667,N
265816,MO,2,1,2,4,81.333,N
265817,MO,2,2,5,1,44.667,N
265819,MO,4,3,2,4,30.667,N
265820,MO,2,2,4,3,64,N
265821,MO,1,1,2,2,85.333,N
265822,MO,3,2,5,3,56,N
265823,MO,4,3,5,3,39.333,N
265824,MO,4,2,5,4,51.333,N
265825,MO,5,4,5,2,25.333,N
265826,MO,3,3,5,1,38,N
265827,MO,4,2,5,4,55.333,N
265828,MO,5,4,5,4,28,N
265829,MO,2,2,4,3,47.333,N
265830,MO,1,1,3,1,170,N
265831,MO,3,2,2,4,48,N
265832,MO,3,2,2,4,52.667,N
265833,MO,4,3,4,5,30,N
265834,MO,3,3,3,2,32,N
265835,MO,4,3,5,3,33.333,N
265836,MO,5,4,3,5,17.333,N
265837,MO,5,4,5,4,21.333,N
265838,MO,4,2,5,4,44.667,N
265839,MO,3,3,4,3,29.333,N
265840,MO,5,4,3,5,14.667,N
265841,MO,5,4,3,5,27.333,N
265842,MO,5,4,5,4,18.667,N
265843,MO,2,1,5,4,114,N
265844,MO,2,1,2,4,90,N
265845,MO,3,3,4,3,38.667,N
265846,MO,1,1,1,4,103.5,N
265847,MO,4,3,4,4,37.333,N
265848,MO,5,5,4,3,4.667,N
265849,MO,4,3,5,3,36.333,N
265850,MO,5,4,5,4,25.333,N
265851,MO,4,4,4,3,9.6,N
265852,MO,4,2,5,4,45.333,N
265853,MO,,,,,0,N
265854,MO,,,,,0,N
265855,MO,,,,,0,N
265856,MO,,,,,0,N
265857,MO,,,,,0,N
265858,MO,,,,,0,N
26A206,MO,2,3,1,3,30,N
26A269,MO,4,5,1,3,0.667,N
26A292,MO,4,3,4,4,38,N
26A293,MO,2,1,5,1,229,N
26A300,MO,5,4,5,5,23.333,N
26A378,MO,5,4,5,3,22.667,N
26A381,MO,5,4,5,4,14,N
26A443,MO,5,3,5,5,33.333,N
26A469,MO,1,1,4,3,94.667,N
26A484,MO,5,4,5,2,13.333,N
26A490,MO,1,1,2,3,75.667,N
26A494,MO,2,1,5,1,81.333,N
2.6E+074,MO,5,4,4,5,20.667,N
2.6E+085,MO,2,1,5,1,346.833,N
2.6E+257,MO,1,2,3,1,64,N
275012,MT,5,4,2,5,34.667,N
275020,MT,2,1,5,4,278.667,N
275021,MT,5,5,4,4,13.333,N
275024,MT,5,3,5,5,57.333,N
275025,MT,4,3,3,4,74.667,N
275026,MT,2,2,2,3,86,N
275027,MT,5,4,5,4,44.667,N
275029,MT,3,2,3,4,125.333,N
275030,MT,5,5,5,2,14.667,N
275035,MT,3,2,3,4,88,N
275039,MT,2,2,1,4,103,N
275040,MT,4,3,4,4,54.667,N
275043,MT,4,3,3,4,74,N
275044,MT,2,1,2,4,189,N
275047,MT,2,1,5,4,247.667,N
275049,MT,5,5,2,3,26,N
275053,MT,4,3,4,4,52,N
275056,MT,4,3,2,4,74,N
275060,MT,3,3,4,3,46.667,N
275061,MT,1,1,1,5,562.333,N
275062,MT,2,2,5,1,80.667,N
275064,MT,1,1,4,3,147,N
275065,MT,3,2,4,5,80,N
275066,MT,5,4,4,5,47.333,N
275067,MT,2,2,1,5,116.333,N
275069,MT,5,5,5,2,18.667,N
275070,MT,4,4,1,5,42,N
275071,MT,4,2,5,5,103.5,N
275072,MT,5,4,5,5,31.333,N
275073,MT,5,4,5,5,30,N
275079,MT,1,1,4,1,145,N
275080,MT,2,2,2,2,91.667,Y
275081,MT,3,2,3,5,78,N
275082,MT,4,3,4,5,58,N
275084,MT,5,5,3,3,12.667,N
275085,MT,4,4,4,3,30,N
275087,MT,3,2,4,4,68.667,N
275090,MT,2,1,3,4,203,N
275091,MT,1,1,3,3,253.833,N
275093,MT,4,3,3,5,50.667,N
275094,MT,3,2,5,3,84.667,N
275096,MT,5,3,5,4,64,N
275100,MT,5,4,3,5,34,N
275101,MT,2,1,3,4,251.333,N
275103,MT,3,3,4,3,72,N
275104,MT,4,4,3,4,46,N
275106,MT,3,3,3,3,51.333,N
275107,MT,4,3,2,5,66.5,N
275109,MT,5,5,3,5,14.667,N
275111,MT,4,3,5,2,70.667,N
275112,MT,3,2,2,4,92,N
275114,MT,4,2,5,4,88,N
275115,MT,2,2,1,5,91.5,N
275116,MT,4,3,2,5,40.667,N
275119,MT,5,4,5,4,39.333,N
275120,MT,1,2,1,3,88,N
275121,MT,5,5,2,4,24.667,N
275122,MT,1,1,1,4,471.833,N
275123,MT,2,1,3,4,183,N
275124,MT,4,4,4,3,38.667,N
275125,MT,5,4,4,5,42,N
275126,MT,4,2,5,4,102.167,N
275127,MT,3,3,1,5,47.333,N
